ride_id,pickup_ts,dropoff_ts,passenger_count,trip_km,fare,payment_type,pickup_zone,dropoff_zone
ride_254,2025-11-12 04:11:18,2025-11-12 04:22:18,2,2.16,6.29,CARD,Downtown,Airport
ride_255,2025-11-12 03:32:18,2025-11-12 03:48:18,2,0.98,3.62,CARD,Suburb,Airport
ride_256,2025-11-12 04:05:18,2025-11-12 04:41:18,4,1.28,4.51,CARD,Midtown,Airport
ride_257,2025-11-12 03:35:18,2025-11-12 04:02:18,2,2.58,8.93,CARD,Downtown,Airport
ride_258,2025-11-12 03:37:18,2025-11-12 03:48:18,2,3.68,9.03,CARD,Suburb,Midtown
ride_259,2025-11-12 04:06:18,2025-11-12 04:21:18,3,5.12,10.84,CASH,Uptown,Uptown
ride_260,2025-11-12 04:26:18,2025-11-12 04:40:18,3,8.25,13.27,CARD,Airport,Airport
ride_261,2025-11-12 04:44:18,2025-11-12 04:55:18,2,5.78,12.77,CARD,Uptown,Suburb
ride_262,2025-11-12 04:21:18,2025-11-12 04:37:18,4,6.67,12.14,CARD,Airport,Midtown
ride_263,2025-11-12 03:30:18,2025-11-12 03:57:18,3,8.72,17.75,CASH,Airport,Uptown
ride_264,2025-11-12 03:50:18,2025-11-12 04:27:18,2,3.37,9.3,CARD,Midtown,Uptown
ride_265,2025-11-12 04:29:18,2025-11-12 04:53:18,3,2.62,8.33,CASH,Midtown,Airport
ride_266,2025-11-12 04:46:18,2025-11-12 05:30:18,2,2.03,5.48,CARD,Uptown,Midtown
ride_267,2025-11-12 03:49:18,2025-11-12 04:33:18,2,10.85,21.44,CASH,Midtown,Downtown
ride_268,2025-11-12 03:28:18,2025-11-12 03:54:18,4,0.2,3.0,CASH,Airport,Downtown
ride_269,2025-11-12 03:10:18,2025-11-12 03:26:18,4,4.51,12.26,CARD,Midtown,Midtown
ride_270,2025-11-12 03:54:18,2025-11-12 04:01:18,2,4.57,10.1,CARD,Midtown,Airport
ride_271,2025-11-12 04:44:18,2025-11-12 04:53:18,1,7.49,15.77,CARD,Uptown,Downtown
ride_272,2025-11-12 03:39:18,2025-11-12 04:22:18,3,3.51,8.26,CARD,Airport,Midtown
ride_273,2025-11-12 04:10:18,2025-11-12 05:03:18,3,6.93,15.49,CASH,Downtown,Downtown
ride_274,2025-11-12 03:31:18,2025-11-12 04:12:18,1,4.87,13.39,CASH,Airport,Downtown
ride_275,2025-11-12 04:39:18,2025-11-12 05:25:18,1,8.23,19.69,CARD,Suburb,Uptown
ride_276,2025-11-12 03:45:18,2025-11-12 03:55:18,4,1.31,3.0,CARD,Downtown,Suburb
ride_277,2025-11-12 03:03:18,2025-11-12 03:08:18,4,3.24,5.68,CARD,Suburb,Suburb
ride_278,2025-11-12 04:22:18,2025-11-12 04:29:18,2,4.87,10.03,CARD,Downtown,Suburb
ride_279,2025-11-12 03:19:18,2025-11-12 03:53:18,2,6.18,13.53,CARD,Uptown,Uptown
ride_280,2025-11-12 03:50:18,2025-11-12 04:05:18,1,5.95,11.0,CARD,Suburb,Airport
ride_281,2025-11-12 04:29:18,2025-11-12 05:09:18,2,2.91,6.48,CASH,Uptown,Airport
ride_282,2025-11-12 03:39:18,2025-11-12 04:08:18,1,6.09,17.76,CARD,Airport,Downtown
ride_283,2025-11-12 04:52:18,2025-11-12 05:31:18,2,4.73,11.3,CARD,Midtown,Uptown
ride_284,2025-11-12 04:56:18,2025-11-12 05:14:18,3,5.73,14.72,CASH,Midtown,Downtown
ride_285,2025-11-12 04:56:18,2025-11-12 05:47:18,1,7.04,18.51,CARD,Midtown,Downtown
ride_286,2025-11-12 03:47:18,2025-11-12 04:23:18,2,4.02,11.0,CARD,Downtown,Suburb
ride_287,2025-11-12 03:45:18,2025-11-12 04:08:18,2,12.55,21.39,CARD,Midtown,Midtown
ride_288,2025-11-12 04:05:18,2025-11-12 04:50:18,3,6.42,15.15,CASH,Downtown,Airport
ride_289,2025-11-12 03:36:18,2025-11-12 04:24:18,1,7.35,12.45,CARD,Downtown,Suburb
ride_290,2025-11-12 03:21:18,2025-11-12 04:10:18,3,7.85,16.19,CARD,Downtown,Airport
ride_291,2025-11-12 04:39:18,2025-11-12 04:57:18,4,3.42,5.88,CARD,Airport,Midtown
ride_292,2025-11-12 04:55:18,2025-11-12 05:43:18,3,1.12,3.0,CARD,Midtown,Suburb
ride_293,2025-11-12 04:54:18,2025-11-12 05:37:18,3,5.72,15.69,CASH,Airport,Uptown
ride_294,2025-11-12 03:31:18,2025-11-12 03:37:18,3,1.04,3.21,CASH,Uptown,Uptown
ride_295,2025-11-12 03:17:18,2025-11-12 04:04:18,3,8.71,14.38,CARD,Downtown,Uptown
ride_296,2025-11-12 04:54:18,2025-11-12 05:35:18,1,8.8,18.99,CARD,Suburb,Airport
ride_297,2025-11-12 04:11:18,2025-11-12 04:32:18,2,1.79,5.03,CARD,Airport,Suburb
ride_298,2025-11-12 03:37:18,2025-11-12 03:57:18,3,4.21,10.62,CASH,Uptown,Downtown
ride_299,2025-11-12 03:33:18,2025-11-12 03:44:18,1,5.79,11.2,CASH,Downtown,Midtown
