ride_id,pickup_ts,dropoff_ts,passenger_count,trip_km,fare,payment_type,pickup_zone,dropoff_zone
ride_1151,2025-11-12 03:01:18,2025-11-12 03:25:18,2,7.74,18.42,CARD,Downtown,Downtown
ride_1152,2025-11-12 03:45:18,2025-11-12 03:56:18,3,3.45,6.78,CASH,Airport,Midtown
ride_1153,2025-11-12 04:06:18,2025-11-12 04:50:18,4,9.36,21.42,CASH,Downtown,Midtown
ride_1154,2025-11-12 04:08:18,2025-11-12 04:30:18,1,9.27,20.55,CASH,Downtown,Midtown
ride_1155,2025-11-12 04:30:18,2025-11-12 05:00:18,2,0.2,3.0,CARD,Downtown,Midtown
ride_1156,2025-11-12 03:30:18,2025-11-12 03:48:18,3,8.33,18.35,CARD,Suburb,Downtown
ride_1157,2025-11-12 04:08:18,2025-11-12 04:19:18,2,7.83,12.48,CARD,Suburb,Downtown
ride_1158,2025-11-12 03:55:18,2025-11-12 04:28:18,2,9.2,16.32,CARD,Suburb,Suburb
ride_1159,2025-11-12 04:33:18,2025-11-12 05:25:18,4,9.22,19.53,CARD,Downtown,Downtown
ride_1160,2025-11-12 04:20:18,2025-11-12 05:08:18,3,5.41,14.52,CARD,Midtown,Downtown
ride_1161,2025-11-12 04:04:18,2025-11-12 04:47:18,1,2.49,5.17,CARD,Airport,Airport
ride_1162,2025-11-12 04:43:18,2025-11-12 05:38:18,1,2.31,5.33,CARD,Suburb,Downtown
ride_1163,2025-11-12 04:24:18,2025-11-12 04:36:18,4,3.98,9.45,CASH,Airport,Uptown
ride_1164,2025-11-12 03:01:18,2025-11-12 03:18:18,4,5.43,13.02,CASH,Airport,Uptown
ride_1165,2025-11-12 03:23:18,2025-11-12 03:41:18,4,2.36,4.79,CASH,Suburb,Uptown
ride_1166,2025-11-12 04:04:18,2025-11-12 04:36:18,1,0.2,3.0,CARD,Downtown,Downtown
ride_1167,2025-11-12 04:58:18,2025-11-12 05:48:18,4,1.5,5.01,CARD,Airport,Suburb
ride_1168,2025-11-12 04:06:18,2025-11-12 04:59:18,3,1.19,4.0,CARD,Downtown,Suburb
ride_1169,2025-11-12 03:00:18,2025-11-12 03:38:18,1,8.47,19.29,CARD,Downtown,Airport
ride_1170,2025-11-12 03:49:18,2025-11-12 04:07:18,4,5.26,15.78,CASH,Airport,Uptown
ride_1171,2025-11-12 04:39:18,2025-11-12 05:14:18,3,0.2,3.0,CARD,Midtown,Uptown
ride_1172,2025-11-12 03:04:18,2025-11-12 03:32:18,4,0.77,4.02,CARD,Airport,Airport
ride_1173,2025-11-12 04:39:18,2025-11-12 05:20:18,4,2.81,6.99,CARD,Airport,Airport
ride_1174,2025-11-12 04:17:18,2025-11-12 05:12:18,4,3.68,8.01,CASH,Suburb,Uptown
ride_1175,2025-11-12 03:54:18,2025-11-12 04:39:18,3,10.46,26.08,CASH,Downtown,Uptown
ride_1176,2025-11-12 04:01:18,2025-11-12 04:12:18,1,6.42,13.36,CASH,Downtown,Suburb
ride_1177,2025-11-12 04:56:18,2025-11-12 05:47:18,4,3.89,10.69,CASH,Airport,Airport
ride_1178,2025-11-12 04:23:18,2025-11-12 05:08:18,3,2.32,6.87,CARD,Suburb,Airport
ride_1179,2025-11-12 03:44:18,2025-11-12 04:22:18,1,4.99,12.66,CARD,Midtown,Uptown
ride_1180,2025-11-12 04:49:18,2025-11-12 05:44:18,1,9.92,24.97,CARD,Suburb,Uptown
ride_1181,2025-11-12 03:46:18,2025-11-12 03:54:18,4,0.2,3.0,CASH,Suburb,Downtown
ride_1182,2025-11-12 03:09:18,2025-11-12 03:14:18,2,4.2,8.37,CARD,Downtown,Uptown
ride_1183,2025-11-12 04:09:18,2025-11-12 04:40:18,4,1.4,5.4,CARD,Midtown,Airport
ride_1184,2025-11-12 03:54:18,2025-11-12 04:01:18,1,6.6,12.74,CARD,Downtown,Downtown
ride_1185,2025-11-12 03:50:18,2025-11-12 04:16:18,4,0.2,3.0,CASH,Downtown,Airport
ride_1186,2025-11-12 03:23:18,2025-11-12 03:40:18,4,9.91,25.26,CARD,Suburb,Airport
ride_1187,2025-11-12 03:35:18,2025-11-12 04:24:18,1,6.9,15.59,CARD,Uptown,Airport
ride_1188,2025-11-12 04:05:18,2025-11-12 04:54:18,4,0.2,3.0,CASH,Airport,Suburb
ride_1189,2025-11-12 03:44:18,2025-11-12 04:30:18,4,1.51,3.63,CASH,Uptown,Suburb
ride_1190,2025-11-12 04:13:18,2025-11-12 04:29:18,1,4.08,11.02,CARD,Suburb,Airport
ride_1191,2025-11-12 04:55:18,2025-11-12 05:28:18,1,0.2,3.0,CARD,Suburb,Uptown
ride_1192,2025-11-12 04:31:18,2025-11-12 05:21:18,4,6.43,12.68,CASH,Suburb,Midtown
ride_1193,2025-11-12 03:56:18,2025-11-12 04:47:18,2,6.64,15.74,CASH,Suburb,Uptown
ride_1194,2025-11-12 04:31:18,2025-11-12 05:25:18,3,10.34,17.25,CARD,Suburb,Downtown
ride_1195,2025-11-12 03:11:18,2025-11-12 03:39:18,2,5.84,15.44,CARD,Midtown,Uptown
ride_1196,2025-11-12 03:05:18,2025-11-12 03:17:18,4,8.03,17.49,CARD,Uptown,Downtown
ride_1197,2025-11-12 03:53:18,2025-11-12 04:19:18,1,3.8,11.15,CASH,Uptown,Uptown
ride_1198,2025-11-12 03:06:18,2025-11-12 03:22:18,4,7.98,19.45,CARD,Downtown,Airport
ride_1199,2025-11-12 03:38:18,2025-11-12 04:08:18,2,7.12,18.25,CARD,Midtown,Uptown
