ride_id,pickup_ts,dropoff_ts,passenger_count,trip_km,fare,payment_type,pickup_zone,dropoff_zone
ride_854,2025-11-12 02:38:24,2025-11-12 03:02:24,3,1.53,4.33,CASH,Airport,Airport
ride_855,2025-11-12 03:27:24,2025-11-12 03:53:24,2,4.19,8.89,CARD,Downtown,Suburb
ride_856,2025-11-12 03:08:24,2025-11-12 03:15:24,3,3.03,8.6,CARD,Suburb,Downtown
ride_857,2025-11-12 03:29:24,2025-11-12 04:08:24,3,3.09,8.8,CARD,Uptown,Suburb
ride_858,2025-11-12 02:30:24,2025-11-12 02:46:24,3,3.81,9.63,CASH,Uptown,Uptown
ride_859,2025-11-12 02:21:24,2025-11-12 03:13:24,4,0.24,3.0,CARD,Airport,Uptown
ride_860,2025-11-12 03:11:24,2025-11-12 03:22:24,1,7.23,18.97,CARD,Downtown,Downtown
ride_861,2025-11-12 02:07:24,2025-11-12 02:43:24,3,0.2,3.0,CASH,Suburb,Uptown
ride_862,2025-11-12 02:39:24,2025-11-12 03:09:24,3,2.02,5.41,CARD,Downtown,Suburb
ride_863,2025-11-12 03:10:24,2025-11-12 04:03:24,3,6.68,12.93,CASH,Downtown,Midtown
ride_864,2025-11-12 01:57:24,2025-11-12 02:50:24,1,4.86,11.73,CASH,Suburb,Midtown
ride_865,2025-11-12 02:30:24,2025-11-12 03:17:24,3,5.4,10.45,CASH,Downtown,Uptown
ride_866,2025-11-12 01:57:24,2025-11-12 02:14:24,3,1.3,5.4,CARD,Airport,Uptown
ride_867,2025-11-12 03:30:24,2025-11-12 04:23:24,4,4.01,9.65,CARD,Suburb,Suburb
ride_868,2025-11-12 02:39:24,2025-11-12 03:18:24,4,6.74,12.92,CASH,Airport,Uptown
ride_869,2025-11-12 02:35:24,2025-11-12 03:23:24,1,6.82,14.77,CARD,Midtown,Airport
ride_870,2025-11-12 02:04:24,2025-11-12 02:13:24,3,3.79,8.1,CARD,Suburb,Uptown
ride_871,2025-11-12 02:41:24,2025-11-12 03:04:24,2,4.66,11.13,CARD,Midtown,Suburb
ride_872,2025-11-12 02:22:24,2025-11-12 02:52:24,1,7.98,19.11,CARD,Suburb,Downtown
ride_873,2025-11-12 02:29:24,2025-11-12 03:21:24,1,4.87,12.26,CASH,Midtown,Midtown
ride_874,2025-11-12 02:25:24,2025-11-12 02:37:24,2,6.61,17.76,CARD,Airport,Uptown
ride_875,2025-11-12 03:30:24,2025-11-12 03:59:24,2,4.34,8.49,CARD,Airport,Midtown
ride_876,2025-11-12 03:37:24,2025-11-12 03:46:24,2,6.88,14.49,CARD,Suburb,Airport
ride_877,2025-11-12 03:05:24,2025-11-12 03:58:24,4,3.69,10.56,CARD,Midtown,Uptown
ride_878,2025-11-12 03:48:24,2025-11-12 04:23:24,2,1.46,5.49,CARD,Downtown,Midtown
ride_879,2025-11-12 03:31:24,2025-11-12 04:10:24,1,9.02,21.5,CARD,Airport,Downtown
ride_880,2025-11-12 02:58:24,2025-11-12 03:06:24,3,9.36,18.72,CARD,Suburb,Midtown
ride_881,2025-11-12 02:42:24,2025-11-12 02:50:24,1,9.13,20.08,CARD,Midtown,Airport
ride_882,2025-11-12 02:03:24,2025-11-12 02:15:24,4,5.7,11.5,CARD,Suburb,Suburb
ride_883,2025-11-12 02:11:24,2025-11-12 02:58:24,2,1.02,4.53,CASH,Midtown,Midtown
ride_884,2025-11-12 03:48:24,2025-11-12 04:14:24,1,1.87,4.16,CASH,Uptown,Midtown
ride_885,2025-11-12 03:09:24,2025-11-12 03:43:24,1,4.18,7.6,CARD,Downtown,Airport
ride_886,2025-11-12 02:05:24,2025-11-12 02:25:24,3,3.95,7.75,CARD,Midtown,Uptown
ride_887,2025-11-12 03:35:24,2025-11-12 03:57:24,3,5.73,13.26,CASH,Uptown,Airport
ride_888,2025-11-12 03:45:24,2025-11-12 04:36:24,3,0.64,3.94,CARD,Suburb,Airport
ride_889,2025-11-12 02:46:24,2025-11-12 03:18:24,4,8.86,22.78,CASH,Suburb,Airport
ride_890,2025-11-12 03:16:24,2025-11-12 04:07:24,2,5.11,9.38,CASH,Downtown,Airport
ride_891,2025-11-12 03:17:24,2025-11-12 04:06:24,1,7.97,18.6,CARD,Downtown,Suburb
ride_892,2025-11-12 03:37:24,2025-11-12 04:31:24,4,2.36,4.45,CARD,Uptown,Suburb
ride_893,2025-11-12 02:54:24,2025-11-12 03:22:24,2,4.73,10.09,CARD,Downtown,Uptown
ride_894,2025-11-12 03:31:24,2025-11-12 03:56:24,1,2.87,9.06,CARD,Downtown,Uptown
ride_895,2025-11-12 02:53:24,2025-11-12 03:25:24,2,4.35,11.12,CARD,Downtown,Uptown
ride_896,2025-11-12 03:25:24,2025-11-12 03:59:24,4,1.42,3.57,CARD,Uptown,Midtown
ride_897,2025-11-12 03:44:24,2025-11-12 04:00:24,4,10.89,27.04,CARD,Midtown,Downtown
ride_898,2025-11-12 02:54:24,2025-11-12 03:12:24,1,7.76,15.29,CARD,Midtown,Uptown
ride_899,2025-11-12 02:21:24,2025-11-12 02:47:24,4,1.69,6.0,CARD,Downtown,Uptown
